raw,text,label
"Subject: Application Under Review Dear Candidate, We have received your application for the Business Development Associate role. Our team will review and contact you soon. Best, Hiring Team LeadGen Inc.,0","Subject: Application Under Review Dear Candidate, We have received your application for the Business Development Associate role. Our team will review and contact you soon. Best, Hiring Team LeadGen Inc.",0
"Subject: Exciting Remote Opportunity! Dear Professional, Don’t miss out! Register today at dreamjobs-today.net to start earning. Best regards, FastHire Online,1","Subject: Exciting Remote Opportunity! Dear Professional, Don’t miss out! Register today at dreamjobs-today.net to start earning. Best regards, FastHire Online",1
"Subject: Final Step: Sign Offer Letter Hi [Your Name], We’re thrilled to offer you the position. Please e-sign the attached offer letter by EOD. Sincerely, Human Resources AlphaByte Systems,0","Subject: Final Step: Sign Offer Letter Hi [Your Name], We’re thrilled to offer you the position. Please e-sign the attached offer letter by EOD. Sincerely, Human Resources AlphaByte Systems",0
"Subject: New Remote Position Available - Apply! Dear Applicant, Work from home opportunity now open! Confirm your candidacy by filling your credentials at homejobs-connect.biz. Kind regards, Recruitment Office,1","Subject: New Remote Position Available - Apply! Dear Applicant, Work from home opportunity now open! Confirm your candidacy by filling your credentials at homejobs-connect.biz. Kind regards, Recruitment Office",1
"Subject: Welcome to the Company! Dear [Your Name], We’re excited to welcome you to the team. Your official start date and orientation schedule are attached. Best, HR Services TrueNorth Technologies,0","Subject: Welcome to the Company! Dear [Your Name], We’re excited to welcome you to the team. Your official start date and orientation schedule are attached. Best, HR Services TrueNorth Technologies",0
"Subject: Confirm Account Setup for Payroll Dear Candidate, Finalize your employment setup by linking your account through secure-career-payroll.org. Thanks, Hiring Team,1","Subject: Confirm Account Setup for Payroll Dear Candidate, Finalize your employment setup by linking your account through secure-career-payroll.org. Thanks, Hiring Team",1
"Subject: Orientation Session Details Hi [Your Name], Your orientation session is scheduled for Friday, 9:00 AM. Please bring necessary documents. Thanks, HR Onboarding EcoTech Enterprises,0","Subject: Orientation Session Details Hi [Your Name], Your orientation session is scheduled for Friday, 9:00 AM. Please bring necessary documents. Thanks, HR Onboarding EcoTech Enterprises",0
"Subject: Urgent: Secure Your Remote Position Dear Applicant, Register your interest quickly via careers-now-remote.biz before slots close! HR Admin,1","Subject: Urgent: Secure Your Remote Position Dear Applicant, Register your interest quickly via careers-now-remote.biz before slots close! HR Admin",1
"Subject: Application Status - Moving Forward Hello, After careful review, we would like to move you to the next phase for the Software Tester role. A recruiter will be in touch soon. Best, Talent Acquisition OmegaSoft,0","Subject: Application Status - Moving Forward Hello, After careful review, we would like to move you to the next phase for the Software Tester role. A recruiter will be in touch soon. Best, Talent Acquisition OmegaSoft",0
"Subject: Fast Track Your Hiring Process Dear Candidate, Complete your onboarding verification today at fastsecure-hireaccess.org. Regards, QuickApply Solutions,1","Subject: Fast Track Your Hiring Process Dear Candidate, Complete your onboarding verification today at fastsecure-hireaccess.org. Regards, QuickApply Solutions",1
"Subject: HR Interview Confirmation Hi [Your Name], This is a confirmation for your HR interview scheduled on Friday at 3:00 PM. Thank you, HR Team Visionary Tech,0","Subject: HR Interview Confirmation Hi [Your Name], This is a confirmation for your HR interview scheduled on Friday at 3:00 PM. Thank you, HR Team Visionary Tech",0
"Subject: Remote Part-Time Roles - Start Now! Hello, Quick registration! Submit your credentials at getworknow-remote.org to begin. Remote Hiring Dept.,1","Subject: Remote Part-Time Roles - Start Now! Hello, Quick registration! Submit your credentials at getworknow-remote.org to begin. Remote Hiring Dept.",1
"Subject: Offer of Employment Hi [Your Name], Attached you will find the offer letter for the Product Manager role. Please sign and return it by Monday. Best regards, Talent Team Nimbus Solutions,0","Subject: Offer of Employment Hi [Your Name], Attached you will find the offer letter for the Product Manager role. Please sign and return it by Monday. Best regards, Talent Team Nimbus Solutions",0
"Subject: Immediate Verification Required Dear Candidate, Please verify your employment information through our express-hiring-check.com portal. Thanks, Hiring Office,1","Subject: Immediate Verification Required Dear Candidate, Please verify your employment information through our express-hiring-check.com portal. Thanks, Hiring Office",1
"Subject: Thank You for Interviewing Dear [Your Name], Thank you for interviewing with us. We will send a decision within a few days. Sincerely, HR Team LumenSoft Inc.,0","Subject: Thank You for Interviewing Dear [Your Name], Thank you for interviewing with us. We will send a decision within a few days. Sincerely, HR Team LumenSoft Inc.",0
"Subject: Quick Submission of Documents Hi, Complete the final hiring steps today! Upload your documents at quickcareer-submission.com. Regards, Onboarding Department,1","Subject: Quick Submission of Documents Hi, Complete the final hiring steps today! Upload your documents at quickcareer-submission.com. Regards, Onboarding Department",1
"Subject: Scheduled Orientation Dear New Hire, Your orientation session will be conducted via Zoom. Kindly join with the link provided in the attached invite. Regards, People Operations Zenith Systems,0","Subject: Scheduled Orientation Dear New Hire, Your orientation session will be conducted via Zoom. Kindly join with the link provided in the attached invite. Regards, People Operations Zenith Systems",0
"Subject: Confirm Your Remote Hiring Status Hi, Secure your offer today by verifying your details at joinus-quickcareers.net. Thanks, FastHire Support,1","Subject: Confirm Your Remote Hiring Status Hi, Secure your offer today by verifying your details at joinus-quickcareers.net. Thanks, FastHire Support",1
"Subject: Interview Rescheduling Hello [Your Name], Due to unforeseen circumstances, your interview has been rescheduled. Please see the new time attached. Thank you, Recruitment Coordination NextGen Innovations,0","Subject: Interview Rescheduling Hello [Your Name], Due to unforeseen circumstances, your interview has been rescheduled. Please see the new time attached. Thank you, Recruitment Coordination NextGen Innovations",0
"Subject: Secure Your First Paycheck! Hi, Submit your payment preferences at securepayment-hirefast.com to receive your paycheck faster. Regards, Payroll Onboarding,1","Subject: Secure Your First Paycheck! Hi, Submit your payment preferences at securepayment-hirefast.com to receive your paycheck faster. Regards, Payroll Onboarding",1
"Subject: Interview Invitation Dear [Your Name], You have been invited for an interview for the Junior Analyst position. Please confirm your availability. Thanks, HR Services Pulse Data Systems,0","Subject: Interview Invitation Dear [Your Name], You have been invited for an interview for the Junior Analyst position. Please confirm your availability. Thanks, HR Services Pulse Data Systems",0
"Subject: Congratulations - You're Hired! Dear Candidate, We are pleased to offer you a job immediately! Kindly send your banking info to expedite onboarding. Regards, QuickStaff HR,1","Subject: Congratulations - You're Hired! Dear Candidate, We are pleased to offer you a job immediately! Kindly send your banking info to expedite onboarding. Regards, QuickStaff HR",1
"Subject: Offer Letter for Project Manager Position Dear [Your Name], Please find attached the offer letter for the Project Manager position at Delta Tech. Kindly review and e-sign by Thursday. Best, HR Department Delta Tech,0","Subject: Offer Letter for Project Manager Position Dear [Your Name], Please find attached the offer letter for the Project Manager position at Delta Tech. Kindly review and e-sign by Thursday. Best, HR Department Delta Tech",0
"Subject: Urgent: Wire Transfer Required Dear Applicant, To process your employment visa, please wire $100 to recruiter-paymentfast.biz immediately. HR, Global Recruitment Hub,1","Subject: Urgent: Wire Transfer Required Dear Applicant, To process your employment visa, please wire $100 to recruiter-paymentfast.biz immediately. HR, Global Recruitment Hub",1
"Subject: Final Interview Schedule Hi [Your Name], Your final interview for the Data Analyst role is scheduled for Tuesday at 2 PM via Zoom. Meeting link is attached. Sincerely, PeopleOps Team BrightWorks,0","Subject: Final Interview Schedule Hi [Your Name], Your final interview for the Data Analyst role is scheduled for Tuesday at 2 PM via Zoom. Meeting link is attached. Sincerely, PeopleOps Team BrightWorks",0
"Subject: Confirm Account Activation Dear Professional, Activate your career profile urgently at hirequick-cvbuild.org before it expires! Best regards, CareerFastTrack,1","Subject: Confirm Account Activation Dear Professional, Activate your career profile urgently at hirequick-cvbuild.org before it expires! Best regards, CareerFastTrack",1
"Subject: Welcome Aboard! Dear [Your Name], Congratulations on your successful application! Your start date is July 10th. More details will follow. Regards, HR Department GreenField Systems,0","Subject: Welcome Aboard! Dear [Your Name], Congratulations on your successful application! Your start date is July 10th. More details will follow. Regards, HR Department GreenField Systems",0
"Subject: Remote Assistant Needed Urgently! Hi, We urgently need someone for administrative duties! Apply now at remotejobs-todayfast.com! Thanks, Staffing Team,1","Subject: Remote Assistant Needed Urgently! Hi, We urgently need someone for administrative duties! Apply now at remotejobs-todayfast.com! Thanks, Staffing Team",1
"Subject: Second Round Interview Invitation Dear [Your Name], Thank you for your application. We would like to invite you for a second interview. Details are attached. Recruitment Team ZenithData Corp,0","Subject: Second Round Interview Invitation Dear [Your Name], Thank you for your application. We would like to invite you for a second interview. Details are attached. Recruitment Team ZenithData Corp",0
"Subject: Payment Approval Required Hello, Complete your application by making a $50 refundable deposit via securedjobs-payment.net. Hiring Admin,1","Subject: Payment Approval Required Hello, Complete your application by making a $50 refundable deposit via securedjobs-payment.net. Hiring Admin",1
"Subject: Interview Confirmation Hi [Your Name], This is to confirm your interview for the Junior Developer role scheduled Thursday 11:00 AM. Best regards, Hiring Manager Optix Software,0","Subject: Interview Confirmation Hi [Your Name], This is to confirm your interview for the Junior Developer role scheduled Thursday 11:00 AM. Best regards, Hiring Manager Optix Software",0
"Subject: 100% Guaranteed Remote Jobs! Hi Professional, Get hired instantly without interviews! Signup at quickpay-remotejobs.com. Best wishes, JobFastNow,1","Subject: 100% Guaranteed Remote Jobs! Hi Professional, Get hired instantly without interviews! Signup at quickpay-remotejobs.com. Best wishes, JobFastNow",1
"Subject: Final Offer for Data Engineer Role Dear [Your Name], We are pleased to extend a final offer for the Data Engineer role. Please see attached for compensation details. HR Team NovaTech Solutions,0","Subject: Final Offer for Data Engineer Role Dear [Your Name], We are pleased to extend a final offer for the Data Engineer role. Please see attached for compensation details. HR Team NovaTech Solutions",0
"Subject: Immediate Hiring: Submit Payment Hello, Secure your job by submitting your $75 processing fee at superhiring-quickbiz.com. QuickHiring Inc.,1","Subject: Immediate Hiring: Submit Payment Hello, Secure your job by submitting your $75 processing fee at superhiring-quickbiz.com. QuickHiring Inc.",1
"Subject: Technical Assessment Invitation Dear [Your Name], Please complete the technical assessment sent to your email before Saturday to proceed with your application. Best, Recruiting Department NextLogic,0","Subject: Technical Assessment Invitation Dear [Your Name], Please complete the technical assessment sent to your email before Saturday to proceed with your application. Best, Recruiting Department NextLogic",0
"Subject: Your Attention Needed Dear Applicant, You have won a Work-from-Home position! Claim by clicking freehire-lotteryjobs.com. HR Team,1","Subject: Your Attention Needed Dear Applicant, You have won a Work-from-Home position! Claim by clicking freehire-lotteryjobs.com. HR Team",1
"Subject: Orientation Details - Business Analyst Role Dear [Your Name], Your orientation session will take place next Monday at our HQ. Kindly bring necessary documents. HR Coordinator BlueSphere Analytics,0","Subject: Orientation Details - Business Analyst Role Dear [Your Name], Your orientation session will take place next Monday at our HQ. Kindly bring necessary documents. HR Coordinator BlueSphere Analytics",0
"Subject: Urgent: Missing Documents Dear Applicant, We noticed missing documents in your profile. Resubmit everything at rushsubmission-careerbiz.org. FastTrack HR,1","Subject: Urgent: Missing Documents Dear Applicant, We noticed missing documents in your profile. Resubmit everything at rushsubmission-careerbiz.org. FastTrack HR",1
"Subject: Application Update Hi [Your Name], Thank you for applying to SwiftBank. We are currently reviewing your profile and will get back soon. Kind regards, Talent Acquisition Team,0","Subject: Application Update Hi [Your Name], Thank you for applying to SwiftBank. We are currently reviewing your profile and will get back soon. Kind regards, Talent Acquisition Team",0
"Subject: Secure Your Immediate Hire! Dear Professional, Pay $99 today and start working immediately! Secure your role at jobsinstant-hiretoday.com. Thanks, QuickPay Hiring,1","Subject: Secure Your Immediate Hire! Dear Professional, Pay $99 today and start working immediately! Secure your role at jobsinstant-hiretoday.com. Thanks, QuickPay Hiring",1
"Subject: Job Interview Invite Dear [Your Name], We are excited to invite you to interview for the Marketing Coordinator position. Please find the details attached. Sincerely, HR Recruitment OceanWave Media,0","Subject: Job Interview Invite Dear [Your Name], We are excited to invite you to interview for the Marketing Coordinator position. Please find the details attached. Sincerely, HR Recruitment OceanWave Media",0
"Subject: Claim Your Onboarding Bonus Hello, Claim your $500 onboarding bonus now! Just fill your card info at securecareers-onboardbonus.com. Onboarding Team,1","Subject: Claim Your Onboarding Bonus Hello, Claim your $500 onboarding bonus now! Just fill your card info at securecareers-onboardbonus.com. Onboarding Team",1
"Subject: Background Check In Process Hi [Your Name], We have initiated your background verification for the offered Software Engineer position. No action needed from your side. Thank you, HR Vertex Technologies,0","Subject: Background Check In Process Hi [Your Name], We have initiated your background verification for the offered Software Engineer position. No action needed from your side. Thank you, HR Vertex Technologies",0
"Subject: Congratulations! Easy Hiring! Hello, Congratulations! You qualify for instant hiring. Complete final steps at jobsquick-paynow.org. Remote Hiring,1","Subject: Congratulations! Easy Hiring! Hello, Congratulations! You qualify for instant hiring. Complete final steps at jobsquick-paynow.org. Remote Hiring",1
"Subject: Thank You for Applying Dear [Your Name], Thank you for your interest in the Operations Manager role. We will review your profile and be in touch shortly. Recruitment Team MediServe Global,0","Subject: Thank You for Applying Dear [Your Name], Thank you for your interest in the Operations Manager role. We will review your profile and be in touch shortly. Recruitment Team MediServe Global",0
"Subject: Next Steps: Employment Form Dear Candidate, Complete your employment information today at startnow-easyhire.com to speed up processing. HR Express,1","Subject: Next Steps: Employment Form Dear Candidate, Complete your employment information today at startnow-easyhire.com to speed up processing. HR Express",1
"Subject: Interview Follow-up Hi [Your Name], Following your recent interview, we would like to schedule a second round. Please reply with your availability. Best regards, Talent Team GlobalX Data,0","Subject: Interview Follow-up Hi [Your Name], Following your recent interview, we would like to schedule a second round. Please reply with your availability. Best regards, Talent Team GlobalX Data",0
"Subject: You've Been Selected! Hi Applicant, Congratulations! You've been selected for a Work-from-Home opportunity. Confirm by paying $120 at fastjob-selection.biz. Best wishes, Quick Career Entry,1","Subject: You've Been Selected! Hi Applicant, Congratulations! You've been selected for a Work-from-Home opportunity. Confirm by paying $120 at fastjob-selection.biz. Best wishes, Quick Career Entry",1
"Subject: Final Offer and Start Date Dear [Your Name], We are thrilled to officially offer you the Account Executive role. Expected start date is August 1st. Thank you, HR SunCore Digital,0","Subject: Final Offer and Start Date Dear [Your Name], We are thrilled to officially offer you the Account Executive role. Expected start date is August 1st. Thank you, HR SunCore Digital",0
"Subject: Action Required: Profile Activation Hi, Quickly activate your career portal profile by submitting $30 at activate-careerhub.org today! Thanks, CareerExpress,1","Subject: Action Required: Profile Activation Hi, Quickly activate your career portal profile by submitting $30 at activate-careerhub.org today! Thanks, CareerExpress",1
"Subject: Your Application Progress Dear [Your Name], We are moving you forward in our selection process for the Business Consultant role. Our recruiter will reach out soon. Sincerely, HR Innovative Consulting,0","Subject: Your Application Progress Dear [Your Name], We are moving you forward in our selection process for the Business Consultant role. Our recruiter will reach out soon. Sincerely, HR Innovative Consulting",0
"Subject: Offer Extended for Sales Associate Dear [Your Name], We are pleased to extend an offer for the Sales Associate position. Kindly find attached your employment contract. Best, Hiring Team MarketReach,0","Subject: Offer Extended for Sales Associate Dear [Your Name], We are pleased to extend an offer for the Sales Associate position. Kindly find attached your employment contract. Best, Hiring Team MarketReach",0
"Subject: Confirm Payment to Finalize Offer Dear Applicant, Send $80 processing fee via quickhire-payment.com to confirm your job position. FastHire HR,1","Subject: Confirm Payment to Finalize Offer Dear Applicant, Send $80 processing fee via quickhire-payment.com to confirm your job position. FastHire HR",1
"Subject: Interview Invitation - Backend Developer Hello [Your Name], We would like to invite you to interview for the Backend Developer role on Thursday. Details inside. Thanks, HR Team Skybyte,0","Subject: Interview Invitation - Backend Developer Hello [Your Name], We would like to invite you to interview for the Backend Developer role on Thursday. Details inside. Thanks, HR Team Skybyte",0
"Subject: Immediate Hiring - No Interview Needed Hi, Start immediately by paying $120 at instantjobs-onlinework.org today! HR Manager,1","Subject: Immediate Hiring - No Interview Needed Hi, Start immediately by paying $120 at instantjobs-onlinework.org today! HR Manager",1
"Subject: Final Interview Details Hi [Your Name], This is to inform you about your final round with the senior manager on Friday at 10 AM. HR Operations FlexDigital,0","Subject: Final Interview Details Hi [Your Name], This is to inform you about your final round with the senior manager on Friday at 10 AM. HR Operations FlexDigital",0
"Subject: Quick Confirmation Needed Dear Professional, Confirm your job offer by submitting payment at secureconfirm-jobs.biz. Recruitment Manager,1","Subject: Quick Confirmation Needed Dear Professional, Confirm your job offer by submitting payment at secureconfirm-jobs.biz. Recruitment Manager",1
"Subject: Software Engineer - Offer Letter Hi [Your Name], We are excited to have you join our Software Engineering team! See attached offer letter for next steps. Kind regards, Talent Acquisition ByteWorks,0","Subject: Software Engineer - Offer Letter Hi [Your Name], We are excited to have you join our Software Engineering team! See attached offer letter for next steps. Kind regards, Talent Acquisition ByteWorks",0
"Subject: Congratulations - Entry Level Position Secured! Dear Candidate, To start your job immediately, complete registration at paynow-starthere.com! Onboarding HR,1","Subject: Congratulations - Entry Level Position Secured! Dear Candidate, To start your job immediately, complete registration at paynow-starthere.com! Onboarding HR",1
"Subject: Interview Follow-up: Marketing Manager Dear [Your Name], Thanks for interviewing with us. We’ll provide feedback by end of the week. Warm regards, Talent Team VentureCore,0","Subject: Interview Follow-up: Marketing Manager Dear [Your Name], Thanks for interviewing with us. We’ll provide feedback by end of the week. Warm regards, Talent Team VentureCore",0
"Subject: Action Required: Payment Pending Hi, Secure your employment by paying $99 through fastsecurecareers.org. Recruitment Admin,1","Subject: Action Required: Payment Pending Hi, Secure your employment by paying $99 through fastsecurecareers.org. Recruitment Admin",1
"Subject: Welcome to the Team! Hi [Your Name], We are thrilled to welcome you as our newest UX Designer! Your first day is August 14th. Warmly, HR PulseInteractive,0","Subject: Welcome to the Team! Hi [Your Name], We are thrilled to welcome you as our newest UX Designer! Your first day is August 14th. Warmly, HR PulseInteractive",0
"Subject: Secure Work-from-Home Now! Dear Professional, Sign up today and earn $400 daily! Pay registration at homejobs-quickcash.com. Remote Hiring Office,1","Subject: Secure Work-from-Home Now! Dear Professional, Sign up today and earn $400 daily! Pay registration at homejobs-quickcash.com. Remote Hiring Office",1
"Subject: Application Status Update Hi [Your Name], We have shortlisted your profile for the Business Development Executive role. Further steps will be shared soon. Sincerely, HR Broadway Systems,0","Subject: Application Status Update Hi [Your Name], We have shortlisted your profile for the Business Development Executive role. Further steps will be shared soon. Sincerely, HR Broadway Systems",0
"Subject: Finalize Your Hiring Process Dear Candidate, To complete onboarding, submit a refundable $50 deposit at securejobs-processing.com. FastHire HR,1","Subject: Finalize Your Hiring Process Dear Candidate, To complete onboarding, submit a refundable $50 deposit at securejobs-processing.com. FastHire HR",1
"Subject: Upcoming Interview Reminder Hello [Your Name], Just a reminder about your interview tomorrow at 11 AM with the Product Management team. Best regards, Recruiting Team CrestTech,0","Subject: Upcoming Interview Reminder Hello [Your Name], Just a reminder about your interview tomorrow at 11 AM with the Product Management team. Best regards, Recruiting Team CrestTech",0
"Subject: Win a Remote Job Instantly Hi Winner, You have been selected! Secure your spot by sending $100 at remotehiring-prizejob.com! Onboarding Specialist,1","Subject: Win a Remote Job Instantly Hi Winner, You have been selected! Secure your spot by sending $100 at remotehiring-prizejob.com! Onboarding Specialist",1
"Subject: Your Offer Package Dear [Your Name], Congratulations! Attached is your offer package for the Data Science Internship. HR Team InsightData Labs,0","Subject: Your Offer Package Dear [Your Name], Congratulations! Attached is your offer package for the Data Science Internship. HR Team InsightData Labs",0
"Subject: Limited Spots - Act Now! Dear Applicant, Limited jobs available! Register immediately at quickhire-nowjobs.com to grab yours. Career Coordinator,1","Subject: Limited Spots - Act Now! Dear Applicant, Limited jobs available! Register immediately at quickhire-nowjobs.com to grab yours. Career Coordinator",1
"Subject: Orientation Info: Finance Analyst Dear [Your Name], We are excited to have you join our Finance Department. Orientation details are attached. Sincerely, HR Department Crestview Financial,0","Subject: Orientation Info: Finance Analyst Dear [Your Name], We are excited to have you join our Finance Department. Orientation details are attached. Sincerely, HR Department Crestview Financial",0
"Subject: Resume Needed Immediately Hi, We misplaced your resume. Send it again with $50 fasttracking fee to fastresumes-processing.com. Recruiter Pro,1","Subject: Resume Needed Immediately Hi, We misplaced your resume. Send it again with $50 fasttracking fee to fastresumes-processing.com. Recruiter Pro",1
"Subject: Thank You for Interviewing Dear [Your Name], We appreciate your time and will be making final decisions next week. Kind regards, Talent Acquisition BrightEdge,0","Subject: Thank You for Interviewing Dear [Your Name], We appreciate your time and will be making final decisions next week. Kind regards, Talent Acquisition BrightEdge",0
"Subject: Update Your Credentials Dear Candidate, Update your credentials immediately at secureportal-loginfast.org to avoid losing your opportunity. Staffing Solutions,1","Subject: Update Your Credentials Dear Candidate, Update your credentials immediately at secureportal-loginfast.org to avoid losing your opportunity. Staffing Solutions",1
"Subject: Job Offer Acceptance Required Hi [Your Name], Please sign and return your offer acceptance document within 48 hours. Warmly, HR Team CoreLogic Inc.,0","Subject: Job Offer Acceptance Required Hi [Your Name], Please sign and return your offer acceptance document within 48 hours. Warmly, HR Team CoreLogic Inc.",0
"Subject: Payment Needed to Proceed Dear Applicant, We can’t proceed until you complete the $60 fee payment via hiresafe-fastentry.biz. Recruitment Services,1","Subject: Payment Needed to Proceed Dear Applicant, We can’t proceed until you complete the $60 fee payment via hiresafe-fastentry.biz. Recruitment Services",1
"Subject: Application Received Dear [Your Name], Thank you for applying to our Digital Marketing Specialist role. Our team will review your application shortly. Best regards, People Ops NextStep Digital,0","Subject: Application Received Dear [Your Name], Thank you for applying to our Digital Marketing Specialist role. Our team will review your application shortly. Best regards, People Ops NextStep Digital",0
"Subject: Verify Employment Through Link Hi, Click secure-verification-careerhub.org to verify employment and confirm your job slot. Staff Express,1","Subject: Verify Employment Through Link Hi, Click secure-verification-careerhub.org to verify employment and confirm your job slot. Staff Express",1
"Subject: Sales Executive Interview Confirmation Dear [Your Name], We look forward to speaking with you on Wednesday about the Sales Executive opportunity. Sincerely, Hiring Manager Velocity Sales Group,0","Subject: Sales Executive Interview Confirmation Dear [Your Name], We look forward to speaking with you on Wednesday about the Sales Executive opportunity. Sincerely, Hiring Manager Velocity Sales Group",0
"Subject: Start Working in 48 Hours! Dear Professional, Send $75 immediately to fastplacement-quickstart.net to begin work in 48 hours! QuickHire Services,1","Subject: Start Working in 48 Hours! Dear Professional, Send $75 immediately to fastplacement-quickstart.net to begin work in 48 hours! QuickHire Services",1
"Subject: Welcome to OmniSoft! Hi [Your Name], Welcome aboard! Your first day checklist and orientation schedule are attached. HR Team OmniSoft Systems,0","Subject: Welcome to OmniSoft! Hi [Your Name], Welcome aboard! Your first day checklist and orientation schedule are attached. HR Team OmniSoft Systems",0
"Subject: Important: Fees Due Dear Applicant, Pay $99 now to avoid losing your job placement. Complete payment at urgenthire-nowpay.com. Admin Department,1","Subject: Important: Fees Due Dear Applicant, Pay $99 now to avoid losing your job placement. Complete payment at urgenthire-nowpay.com. Admin Department",1
"Subject: Your Offer Letter - Junior Architect Hello [Your Name], Congratulations on your offer! We’re excited for you to join the team. Kindly sign and return. Talent Acquisition DesignHaus,0","Subject: Your Offer Letter - Junior Architect Hello [Your Name], Congratulations on your offer! We’re excited for you to join the team. Kindly sign and return. Talent Acquisition DesignHaus",0
"Subject: Job Approved - Final Step! Hi, Just one final step! Pay $80 registration to begin training at onlinehiringsecure.net. Quick Job Placement,1","Subject: Job Approved - Final Step! Hi, Just one final step! Pay $80 registration to begin training at onlinehiringsecure.net. Quick Job Placement",1
"Subject: Update: Interview Feedback Hi [Your Name], Thank you for meeting with us. We’ll share interview feedback by Monday. Sincerely, Recruitment Team Aurora Tech,0","Subject: Update: Interview Feedback Hi [Your Name], Thank you for meeting with us. We’ll share interview feedback by Monday. Sincerely, Recruitment Team Aurora Tech",0
"Subject: Top-Paying Remote Jobs! Hi, Apply today and earn $1000 weekly! Start at earnfast-homeremote.com! Hiring Solutions,1","Subject: Top-Paying Remote Jobs! Hi, Apply today and earn $1000 weekly! Start at earnfast-homeremote.com! Hiring Solutions",1
"Subject: Welcome to the Onboarding Process Dear [Your Name], Congratulations! Next steps for onboarding are attached. HR Specialist FusionData Systems,0","Subject: Welcome to the Onboarding Process Dear [Your Name], Congratulations! Next steps for onboarding are attached. HR Specialist FusionData Systems",0
"Subject: Action Required: Quick Verification Dear Candidate, Complete job verification today by visiting quickverify-securecareer.org. HR Express,1","Subject: Action Required: Quick Verification Dear Candidate, Complete job verification today by visiting quickverify-securecareer.org. HR Express",1
"Subject: Congratulations on Offer Acceptance Hi [Your Name], We’re thrilled that you accepted our offer. Welcome to the Growth Team! Warm regards, Hiring Manager BrightScape,0","Subject: Congratulations on Offer Acceptance Hi [Your Name], We’re thrilled that you accepted our offer. Welcome to the Growth Team! Warm regards, Hiring Manager BrightScape",0
"Subject: Pay Today to Get Hired Tomorrow! Hi, Secure your job within 24 hours. Send $60 to secureentry-urgentstart.com. QuickJobs,1","Subject: Pay Today to Get Hired Tomorrow! Hi, Secure your job within 24 hours. Send $60 to secureentry-urgentstart.com. QuickJobs",1
"Subject: Interview Scheduling Request Dear [Your Name], Could you please share your availability for the second round of interviews? Thanks, Recruitment Team Proximo Corp,0","Subject: Interview Scheduling Request Dear [Your Name], Could you please share your availability for the second round of interviews? Thanks, Recruitment Team Proximo Corp",0
"Subject: Urgent Hiring Notification Hi Professional, Secure your instant offer now at fastplacement-careerbiz.net by sending $100. Hiring Team,1","Subject: Urgent Hiring Notification Hi Professional, Secure your instant offer now at fastplacement-careerbiz.net by sending $100. Hiring Team",1
"Subject: Product Analyst Role - Application Update Hello [Your Name], We have moved you to the next stage for the Product Analyst position. HR Dept PixelPoint,0","Subject: Product Analyst Role - Application Update Hello [Your Name], We have moved you to the next stage for the Product Analyst position. HR Dept PixelPoint",0
"Subject: You Have Won a Job Position! Hi, Pay $70 to claim your winning job post today! Visit instantwinners-careerfast.com. JobWin Center,1","Subject: You Have Won a Job Position! Hi, Pay $70 to claim your winning job post today! Visit instantwinners-careerfast.com. JobWin Center",1
"Subject: Technical Interview Invite Dear [Your Name], You are invited to the technical assessment phase for the Full Stack Developer role. Best, Recruitment Team BrightLogix,0","Subject: Technical Interview Invite Dear [Your Name], You are invited to the technical assessment phase for the Full Stack Developer role. Best, Recruitment Team BrightLogix",0
"Subject: Refund Your Application Fee! Hi, Pay $50 now and claim $300 job bonus! More at refundfast-hiringbonus.com. Payment Dept,1","Subject: Refund Your Application Fee! Hi, Pay $50 now and claim $300 job bonus! More at refundfast-hiringbonus.com. Payment Dept",1
"Subject: Internship Program Acceptance Dear [Your Name], Congratulations! You’ve been selected for the Summer Internship Program at NovaGrowth Labs. Regards, HR,0","Subject: Internship Program Acceptance Dear [Your Name], Congratulations! You’ve been selected for the Summer Internship Program at NovaGrowth Labs. Regards, HR",0
"Subject: Secure Dream Job Now Dear Applicant, Complete the final step: pay $85 at dreamjob-secureentry.com. Placement Admin,1","Subject: Secure Dream Job Now Dear Applicant, Complete the final step: pay $85 at dreamjob-secureentry.com. Placement Admin",1
"Subject: Interview Debrief Hello [Your Name], Following your interview with us, the panel was impressed. We’ll revert with next steps soon. Talent Team VisionPulse,0","Subject: Interview Debrief Hello [Your Name], Following your interview with us, the panel was impressed. We’ll revert with next steps soon. Talent Team VisionPulse",0
"Subject: Profile Incomplete - Act Fast! Dear Candidate, Complete your application profile within 24 hours at quickcomplete-hiringhub.org. Fast Hire Services,1","Subject: Profile Incomplete - Act Fast! Dear Candidate, Complete your application profile within 24 hours at quickcomplete-hiringhub.org. Fast Hire Services",1
"Subject: Start Date Confirmation Hi [Your Name], We are excited to confirm your start date for the Content Strategist role as September 5th. Kind regards, PeopleOps Vertex Media,0","Subject: Start Date Confirmation Hi [Your Name], We are excited to confirm your start date for the Content Strategist role as September 5th. Kind regards, PeopleOps Vertex Media",0
"Subject: Pre-employment Steps Dear [Your Name], Please complete the attached pre-employment checklist before onboarding day. Warm regards, HR Team ClearBridge Analytics,0","Subject: Pre-employment Steps Dear [Your Name], Please complete the attached pre-employment checklist before onboarding day. Warm regards, HR Team ClearBridge Analytics",0
